TIME,CHINESE NAME,ENGLISH NAME,MEMO,GOOGLE MAP LINK,SHOW,TICKET MEMO,TICKET LINK,LATITUDE,LONGTITUDE,PAGE LINK NAME
,或是 Al Conte Pescaor 熱湯,Al Conte Pescaor,,"https://www.google.com/maps/place/Al+Conte+Pescaor/@45.4361893,12.3384314,682m/data=!3m1!1e3!4m14!1m7!3m6!1s0x477eb1d9950f92e1:0x70d583819ee9129f!2sAl+Conte+Pescaor!8m2!3d45.4361893!4d12.3384314!16s%2Fg%2F1w4f6ysr!3m5!1s0x477eb1d9950f92e1:0x70d583819ee9129f!8m2!3d45.4361893!4d12.3384314!16s%2Fg%2F1w4f6ysr?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoKLDEwMDc5MjA3M0gBUAM%3D",TRUE,,,45.4361893,12.3384314,
,Da Cherubino 龍蝦麵,Da Cherubino,,"https://www.google.com/maps/place/Da+Cherubino/@45.4344299,12.3332323,682m/data=!3m1!1e3!4m14!1m7!3m6!1s0x477eb1d0b25f6179:0xb762a240aa29558c!2sDa+Cherubino!8m2!3d45.4344262!4d12.3358072!16s%2Fg%2F1tjgz651!3m5!1s0x477eb1d0b25f6179:0xb762a240aa29558c!8m2!3d45.4344262!4d12.3358072!16s%2Fg%2F1tjgz651?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoKLDEwMDc5MjA3M0gBUAM%3D",TRUE,,,45.4344262,12.3358072,
14:30,總督宮 ,Doge's Palace,~1.5hr,https://maps.app.goo.gl/FLPRR6JzA6oJoGCs9,TRUE,25歐 應該有更便宜的套票,🎫,45.4337035,12.3403894,
,聖馬爾谷聖殿宗主教座堂,Saint Mark's Basilica,地標大教堂和室內博物館,https://maps.app.goo.gl/n8H8wzRkRjq1QY4e6,TRUE,5-12€,🎫,45.4345606,12.3397124,
,聖馬可鐘樓,St Mark's Campanile,,https://maps.app.goo.gl/TMAzgk37bk9VR2yj7,TRUE,,🎫,45.4340359,12.3390331,
,聖馬可廣場,Piazza San Marco,,https://maps.app.goo.gl/DKYWGHET4KZbPr2A8,TRUE,,,45.4341668,12.3384713,
,聖馬可圖書館,Biblioteca Nazionale Marciana,有很多手抄本,https://maps.app.goo.gl/JuRy5HdnHXBAK3vz7,TRUE,,,45.4333988,12.3394764,
16:30,貢多拉,,（集合地點很靠近聖馬可） ~ 45mins,,TRUE,BOOKED,🎫,,,
,弗洛里安花神咖啡館,Caffè Florian,（很貴 路過就好） 1720年開業的古老咖啡廳,https://maps.app.goo.gl/WCzXrotzkg24XYP99,TRUE,,,45.4336094,12.338223,
,嘆息橋,Bridge of Sighs,,https://maps.app.goo.gl/81pgAEc6pykVgPoQ7,TRUE,,,45.4340496,12.3408544,
,,,,,TRUE,,,,,
Day3 | 2/13 | Fri,威尼斯,,,,TRUE,,,,,
,蝸牛府,Palazzo Contarini del Bovolo,,https://maps.app.goo.gl/NRV9Zd39AvJNtp1N9,TRUE,,,45.4348579,12.3345337,
,聖方濟會榮耀聖母聖殿,Basilica S.Maria Gloriosa dei Frari,哥德式教堂，內部安葬著提香，並藏有他的 2 幅作品,https://maps.app.goo.gl/tKJDWXiCEY3ua7o46,TRUE,5€,現場買票,45.4369864,12.3266004,
,安康聖母聖殿,Basilica Santa Maria della Salute,17:30 關門,https://maps.app.goo.gl/W8W9w4sbnhUG5xGH6,TRUE,,,45.430675,12.3347626,
,學院美術館,Gallerie dell'Accademia," 13 至 18 世紀威尼斯藝術品的博物館, - 19:00",https://maps.app.goo.gl/QcxjLURf5RwLRScR7,TRUE,20€ 每月第一個周日免費,🎫,45.4310784,12.3281394,
,甜點吃Suso Gelato 好多人推,,,,TRUE,,,,,
,(Opt) 沉船書店,,,,TRUE,,,,,
,,,,,TRUE,,,,,
Day4 | 2/14 | Sat,威尼斯 -> 佛羅倫斯,11點後放行李,可購入 Brunelleschi Pass,11點後放行李,TRUE,會爆走一大堆路,,,,
11:05-13:20,威尼斯到佛羅倫斯,,"Italo, 11:05-13:20",,TRUE,BOOKED,,,,
14:00,Check in ,"Via Ventisette Aprile, 7","Via Ventisette Aprile, 7, 佛羅倫斯, 托斯卡尼 50129, 義大利",https://maps.app.goo.gl/bqHbXdDGnE8q3xbZA,TRUE,,,43.7788715,11.2562365,
14:30,午餐可以在車站附近吃拉麵炒麵,,,,TRUE,,,,,
,Basilica di San Lorenzo,Basilica di San Lorenzo,10 - 17:30，Medici 第一個資助的教堂,https://maps.app.goo.gl/mp1GFbiCN5FUEZEt5,TRUE,,,43.7749619,11.2538762,
,巴傑羅美術館,Museo Nazionale del Bargello,8:15 - 18:50，很多雕像的博物館，有最早的 David 像,https://maps.app.goo.gl/scimUYpg3mFK89ur9,TRUE,,,43.7703981,11.2580078,
,聖彌額爾教堂,Church & Museum of Orsanmichele,教堂外牆四周有很多雕像可以看,https://maps.app.goo.gl/ApEdrjhnZWyA6Ghi7,TRUE,,,43.7706834,11.2550047,
,Casa Buonarroti,Casa Buonarroti,米開朗基羅故居，有一些雕塑跟手稿,https://maps.app.goo.gl/TEWgS73R4zWiwF9i8,TRUE,,,43.7699226,11.2636048,
,Sant'Apollonia,Cenacolo di Sant'Apollonia,08:30 - 14:00 有 Castagno 的最後的晚餐,https://maps.app.goo.gl/5QKqXeVBLhAprNZSA,TRUE,,,43.7787202,11.2565943,
,(opt) 考古修復博物館,Opificio delle Pietre Dure,週日沒開，其他時候 8:15 - 14:00,https://maps.app.goo.gl/ZqCLPR5xyitAZZD46,TRUE,,,43.7761622,11.2588924,
,,,,,TRUE,,,,,
,(opt)波波里花園,Boboli Gardens,16:30 關門，禮拜一有開,https://maps.app.goo.gl/ALerCEfr9sM5TD6p7,TRUE,,,43.7624972,11.2483996,
17:00,米開朗基羅廣場,Piazzale Michelangelo,走過去看夕陽，太累就算了,https://maps.app.goo.gl/bZuMS8Eqz7mci9y57,TRUE,,,43.7629314,11.2650561,
,,,,,TRUE,,,,,
Day5 | 2/15 | Sun,佛羅倫斯,教堂公休,,教堂公休,TRUE,排鬆點 休息+彈性,Alice 11:45到佛羅,,,
,吃早餐,,,,TRUE,,,,,
,美第奇 里卡迪宮(1hr),Medici Riccardi Palace,"9:00 am – 7:00 pm（週三公休）
大部分好看的是中庭跟花園，而那兩個部分是不用付錢的",https://maps.app.goo.gl/YjAF34Ta1ShHmU436,TRUE,"不用特別買
看免費即可",,43.7752136,11.2557272,
,聖塔瑪莉亞諾維拉香水製藥坊,Officina Profumo - Farmaceutica di Santa Maria Novella,9:30AM-8PM,https://maps.app.goo.gl/SuyJzsXPCw21gyvK7,TRUE,,,43.7741306,11.2477417,
,新聖母大殿,Basilica of Santa Maria Novella,星期日只營業13-17 其他天是早上開始,https://maps.app.goo.gl/ZNLeX45NZyJpHYd39,TRUE,,,43.7746346,11.2493859,
,中央市場午餐,il Mercato Centrale Firenze,牛肉包,https://maps.app.goo.gl/AzGbmmtUzvkgjE7H7,TRUE,,,43.7764676,11.2528338,
,(Opt)達文西博物館,LEONARDO INTERACTIVE MUSEUM - OFFICIAL MUSEUM IN FLORENCE - 50% OFF ONLINE TICKETS,,https://maps.app.goo.gl/EP6aJHnrsa2vqsSH9,TRUE,,,43.7749563,11.2589489,
,這裡可以排,,,,TRUE,,,,,
15:00,等Alice來,,,,TRUE,,,,,
15:30,學院美術館,Galleria dell’Accademia di Firenze,逛1-2小時、買導覽票就不用排隊（一般票不確定）,https://maps.app.goo.gl/BNEQdsSd3B65XsZLA,TRUE,BOOKED,,43.7768145,11.2586424,
,,,,,TRUE,,,,,
19:00,晚餐吃披薩 L’antica pizzeria da Michele Firenze,L’antica pizzeria da Michele Firenze,電話 +39 392 35 06 966 / +39 055 269 6173,https://maps.app.goo.gl/PWhyWgsja6K2HmK26,TRUE,,,43.7766991,11.2543632,
,吃河粉,,,https://maps.app.goo.gl/xVis5oAtmWhbDkkRA?g_st=ic,TRUE,,,No coords found,,
Day6 | 2/16 | Mon,佛羅倫斯,烏菲茲、學院、新宮/比堤宮都沒開，百花不能短裙,,烏菲茲、學院、新宮/比堤宮都沒開，百花不能短裙,TRUE,一日雙塔,,,,
8:30-9:30,旅拍百花、老橋、巷子、冰淇淋,,,,TRUE,,,,,
,,,,,TRUE,,,,,
10:30,聖母百花大教堂,Cathedral of Santa Maria del Fiore,"週一到週六10:15～15:45，週日和宗教慶典的日子因做禮拜而關閉
百花大教堂登頂與喬托鐘樓的樓梯非常狹窄，進入參觀前須將包包寄放在入口處
行李寄放室就在博物館旁邊，寄放行李前，服務人員會確認你的票券
進入百花大教堂與洗禮堂不能裸露雙腿與肩膀、穿涼鞋、戴帽子進入",https://maps.app.goo.gl/1e2dk2YBNJFToJWZA,TRUE,BOOKED,Brunelleschi Pass,43.773145,11.2559602,
,大教堂博物館 (1hr),Opera del Duomo Museum,聖母百花大教堂和周遭教堂很多雕像的真品都藏與此,https://maps.app.goo.gl/sS82QditYy4fmRDY9,TRUE,BOOKED,🎫,43.7731706,11.258112,
,吃午餐不然會生氣,,,,TRUE,,,,,
,領主廣場,Piazza della Signoria,,https://maps.app.goo.gl/NtLFRqq4mhzdAUwP6,TRUE,,,43.7696855,11.2556422,
,喬托鐘樓 (1hr),Giotto's Bell Tower,早上爬百花、看順光鐘樓，下午爬鐘樓，看順光百花,https://maps.app.goo.gl/U7giApM7Q3Lo6W9aA,TRUE,BOOKED,,43.7728578,11.2557822,
,吃甜點 Edoardo il Gelato Biologico - Gelateria Piazza Duomo,Edoardo il Gelato Biologico - Gelateria Piazza Duomo,,https://maps.app.goo.gl/URcpg3RdsabvrbT86,TRUE,,,43.7725344,11.2576676,
,舊宮 Palazzo Vecchio,Palazzo Vecchio,"買全套含高塔票的話可以逛3-4小時（目前博物館和鐘樓是分開買）（一樓中庭不用錢）
10~3月:週一到週日 9am – 7pm ",https://maps.app.goo.gl/4dry4AVyKhXLQvQf9,TRUE,"可以現場買，有電子機器
博物館12-13歐不等",,43.7693012,11.2561509,
,(opt)聖若望洗禮堂 (1hr),Baptistery of St. John,"洗禮堂：每天開放，8:30~19:30，每個月的第一個星期日下午 2 點關閉
不一定要進去也沒關係",https://maps.app.goo.gl/rvQNgqoipPRHqo179,TRUE,BOOKED,,43.7731154,11.2550232,
,(Opt) 但丁故居,House of Dante,離舊宮蠻近的 4分鐘,https://maps.app.goo.gl/4iDYzgMjpWcjqCEe6,TRUE,,,43.7710597,11.2570629,
,（可以到明天）戲院改建的書店,Giunti Odeon - Libreria e Cinema,回程可能可以去，有位子可以休息，太累就搬去別的地方,https://maps.app.goo.gl/jW5rVPejKS7GDiEv9,TRUE,,,43.7709923,11.25249,
19:00,已訂 Trattoria Zaza ,Trattoria Zà Zà,,https://maps.app.goo.gl/oYkUVrAcXQyho8HT8,TRUE,BOOKED,,43.7763546,11.2544485,
Day7 | 2/17 | Tue,佛羅倫斯,,,,TRUE,,,,,
09:30,烏菲茲美術館,Uffizi Galleries,"~3-4 hr 導覽速度很快又固定路線、建議買一般票自己看
https://tickets.uffizi.it/catalog/2C197E1F-D15D-706D-05EF-0199CA8B8979?lang=en ",https://maps.app.goo.gl/CBf3FYWAzJdqUxHd9,TRUE,BOOKED,,43.7677856,11.2553108,
,(opt)瓦薩利走廊,Vasari Corridor,從美術館走到新宮，聯票預約時間的早兩個小時才能進美術館，有點謎,https://maps.app.goo.gl/NujuCtxE2dvPy2Sm8,TRUE,,,43.7680256,11.2531659,
,老橋,,,,TRUE,,,,,
,吃午餐不然會生氣,,,,TRUE,,,,,
,Gelateria Della Passera 吃冰淇淋,Gelateria Della Passera,,https://maps.app.goo.gl/QGjEBjYPwp49v6Nh8,TRUE,,,43.7671679,11.2506447,
,新宮/比提宮,Palazzo Pitti,"開放時間：8.15am-6.30pm(週一&12/25公休)
建議參觀時間：皇宮2~3小時/花園3~4小時
注意事項：
1.票可以現場買，因為人不多而且官網買票要多‎€3手續費，有要去烏菲茲買連票絕對划算",https://maps.app.goo.gl/uuFvE78XBMNEnG1P7,TRUE,"BOOKED
已包含在套票內
不限入場時間
5天內去就好""",,43.7651533,11.2500081,
,戲院改建的書店,Giunti Odeon - Libreria e Cinema,回程可能可以走，太累就搬去別的地方,https://maps.app.goo.gl/jW5rVPejKS7GDiEv9,TRUE,,,43.7709923,11.25249,
19:00,Trattoria dall'Oste Chianineria ,Trattoria dall'Oste Chianineria,,https://maps.app.goo.gl/dMhdSm66E5hrwWKNA,TRUE,BOOKED,,43.771318,11.256203,
,,,,,TRUE,,,,,
Day8 | 2/18 | Wed,佛羅倫斯 -> 羅馬,,,,TRUE,,,,,
,考慮早起吃 Vivoli （放假休一個月 2/18回來）,,,,TRUE,,,,,
10:28-12:10,佛羅倫斯到羅馬,,Italo 10:28-12:10 ,,TRUE,BOOKED,,,,
,佛羅倫斯火車站 → 羅馬特米尼車站 → 羅馬airbnb → 聖母大殿 → 特雷維噴泉 → 納沃納廣場,,,,TRUE,,,,,
,聖母大殿,Papal Basilica of Saint Mary Major,,https://maps.app.goo.gl/JrGjqQyq8eR4gYoKA,TRUE,,,41.8975986,12.4984084,
,戴克里先浴場,"National Roman Museum, Baths of Diocletian",,https://maps.app.goo.gl/uMzkGUzVykQB6XLE9,TRUE,,,41.9032158,12.4987538,
,(optional) 羅馬國家博物館、羅馬歌劇院,,,,TRUE,,,,,
,晚餐吃披薩（不能預約）,Piccolo Buco (NO PRENOTAZIONI-NO RESERVATIONS),,https://maps.app.goo.gl/1JVbTeAoBnrkyoud9,TRUE,,,41.9012999,12.4846381,
,或是自己煮,,,,TRUE,,,,,
Day9 | 2/19 | Thu,羅馬,,,,TRUE,,Alice 20:55 飛機,,,
,記得不能帶包包,,,,TRUE,,,,,
09:00-12:00,羅馬競技場,Colosseum,"地下層門票：
https://ticketing.colosseo.it/en/eventi/full-experience-sotterranei-e-arena/?t=2026-02-19T07:30:00Z 
​
頂層門票：
https://ticketing.colosseo.it/en/eventi/full-experience-attico/?t=2026-02-19T09:30:00Z 
​
地下層導覽
https://ticketing.colosseo.it/en/eventi/full-experience-sotterranei-e-arena-percorso-didattico/?t=2026-02-19T07:30:00Z",https://maps.app.goo.gl/LzcgUVYsW25kB1P9A,TRUE,BOOKED,🎫,41.8902102,12.4922309,
,午餐吃麵麵 La Nuova Piazzetta（好像不能訂位）,La Nuova Piazzetta,,https://maps.app.goo.gl/aoSGe9tfNvrQ7yAE9,TRUE,,,41.8933246,12.489191,
,,,,,TRUE,,,,,
,君士坦丁凱旋門 ,Arch of Constantine,,https://maps.app.goo.gl/6VFQ8TQLvqq8UKqm9,TRUE,,,41.8898113,12.4906782,
,帕拉丁山丘,Palatine Hill,,https://maps.app.goo.gl/ZKkMp4FqiYbPsAr36,TRUE,BOOKED,,41.8886559,12.4875481,
,古羅馬廣場,Roman Forum,,https://maps.app.goo.gl/kj4r4Seaha7ZsdoN9,TRUE,BOOKED,,41.8920906,12.4864378,
,真理之口,Mouth of Truth,,https://maps.app.goo.gl/9YLtp78aBUQdUPdN7,TRUE,,,41.8882378,12.4814441,
,橘園,Giardino degli Aranci,,https://maps.app.goo.gl/hXdMHHzhv1Vc3prV6,TRUE,,,41.8851338,12.48039,
,晚餐吃披薩（不能預約）（要排隊）,Piccolo Buco (NO PRENOTAZIONI-NO RESERVATIONS),,https://maps.app.goo.gl/qQ3QZD8nhB73Gm3o6,TRUE,,,41.9012999,12.4846381,
,或是自己煮,,,,TRUE,,,,,
Day10 | 2/20 | Fri,羅馬 卡拉卡拉,,,,TRUE,,,,,
,卡拉卡拉浴場,Baths of Caracalla,"09:00 - 16:30, 禮拜一沒開",https://maps.app.goo.gl/V7R5QhqyjUtZ68xX6,TRUE,8€,🎫,41.8790382,12.4924394,
,Domitilla 地下墓穴,Catacombs of Domitilla,"羅馬最大地下墓穴, 9:00 - 12:00, 14:00 - 17:00, 禮拜二沒開",https://maps.app.goo.gl/ftvrNL3GqoSPD27v8,TRUE,10€,🎫,41.8589106,12.5055437,
,Callisto 地下墓穴,Catacombe di San Callisto,"在附近的地下墓穴，導覽大概四十五分鐘, 9:30 - 17:00",https://maps.app.goo.gl/1rPpj7HES6A78h19A,TRUE,10€,🎫,41.8589433,12.5107043,
,Appian Way,Via Appia Antica,可以租腳踏車騎騎羅馬大道,https://maps.app.goo.gl/K4RoSArnvoc4M6at9,TRUE,,,41.8467149,12.5265775,
,,,,,TRUE,,,,,
Day11 | 2/21 | Sat,大型景點觀賞,,,,TRUE,,,,,
,(Opt)羅馬古代藝術美術博物館,Gallerie Nazionali di Arte Antica - Palazzo Barberini,,https://maps.app.goo.gl/DWTKAQhwnnmNcQnJ6,TRUE,,,41.903358,12.489826,
,修道會人骨博物館,Museo e Cripta dei Cappuccini,,https://maps.app.goo.gl/sT48Pd3ethuLf2Ea9,TRUE,,,41.9049618,12.4885354,
,⻄班牙階梯,Spanish Steps,,https://maps.app.goo.gl/M1zVSFP3r6MuAYfq7,TRUE,,,41.90599,12.482775,
,美第奇別墅,Villa Medici,,https://maps.app.goo.gl/ojTv5XjnUnhcCBKi8,TRUE,,,41.9082914,12.482623,
,走路走去博爾蓋賽美術館,Galleria Borghese,限時兩個小時，要預約,https://maps.app.goo.gl/h5AfSvwnkuJpYVnh9,TRUE,,,41.9142103,12.4921442,
,鮮花市場,,,,TRUE,,,,,
,傳統市場 Mercato Trionfale,Mercato Trionfale,,https://maps.app.goo.gl/o7vepsRft7KXw98J9,TRUE,,,41.9095957,12.4526103,
,(opt) 走路走去鮑格才別墅（美術館）,Villa Borghese,,https://maps.app.goo.gl/hKBTtkh4dDxWvosd8,TRUE,,,41.9138782,12.4853818,
,蘋丘,,,,TRUE,,,,,
,,,,,TRUE,,,,,
Day12 | 2/22 | Sun,羅馬,,,,TRUE,,,,,
07:40-8:58,羅馬到拿波里,,Italo 7:40-8:58,,TRUE,BOOKED,,,,
09:20,拿波里到龐貝,Pompei Scavi Villa Dei Misteri,9:20-9:50 區間車 (拿波里到龐貝),https://maps.app.goo.gl/iMDihk9ty3LQbebh9,TRUE,,,40.748623,14.48125,
10:00,龐貝一日遊,Archaeological Park of Pompeii,,https://maps.app.goo.gl/ynu2CQodqwKt4ys2A,TRUE,BOOKED,,40.7512189,14.4886761,
15:29,龐貝到拿波里,,"15:29/16:05/16:42/17:01 區間車, 龐貝到拿波里",,TRUE,,,,,
,,,拿波里吃飯？逛逛？,,TRUE,,,,,
17:55-19:10,拿波里到羅馬,,italo 17:55-19:10 ,,TRUE,BOOKED,,,,
,,,,,TRUE,,,,,
Day13 | 2/23 | Mon,,,,,TRUE,,,,,
,特雷維噴泉,Trevi Fountain,,https://maps.app.goo.gl/BkMJN8dHVJcGyL6S8,TRUE,,,41.9009325,12.483313,
,早餐？,,,,TRUE,,,,,
,哈德良神廟,Hadrian's Temple,,https://maps.app.goo.gl/wtUG5tFEgUN4in6q9,TRUE,,,41.8998085,12.4793788,
,,,,,TRUE,,,,,
,聖依納爵堂（漂亮天花板）（天天營業）,Chiesa di Sant'Ignazio di Loyola,天花板是手繪但是看起來很立體的,https://maps.app.goo.gl/2mq3fSkeSizjaUH89,TRUE,,,41.8991867,12.4797362,
午餐待訂位,老字號傳統菜 Armando al Pantheon,Armando al Pantheon,,https://maps.app.goo.gl/46kQ6HeLa35MYMdT6,TRUE,,,41.8990932,12.4762429,
,現桿義大利麵Osteria da Fortunata - Pantheon,,,,TRUE,,,,,
,萬神殿（天天營業）,Pantheon,"現場買就好，不會排很久！我是在面對萬神殿，右手邊的隊伍排，刷卡。左邊是付現金。右手邊排到接近入口處，你會看到右前方有兩部販賣機，不要用這個買票，否則買好還得繞到另一邊排隊進場，就繼續排，直到進入殿內，人工售票刷卡付費，買完直接就入內参觀！
售票處啦😂在面向門口的右邊，真的不要排自助購票機，不會按的人+故障機率真的...",https://maps.app.goo.gl/3FsVTNPpAARpunRF9,TRUE,,,41.8986108,12.4768729,
,,,,,TRUE,,,,,
,神廟遺址聖母堂（天天營業）,Basilica of Saint Mary of Minerva,,https://maps.app.goo.gl/qgk5jaUjS1F9vRCn9,TRUE,,,41.8980322,12.4777909,
,,,,,TRUE,,,,,
,納沃納廣場,Piazza Navona,,https://maps.app.goo.gl/h3dLpx1kNTcSzTgG9,TRUE,,,41.8991633,12.4730742,
,"聖依搦斯蒙難堂（週一公休）
和2/23對調的話就不能去",Sant'Agnese in Agone,,https://maps.app.goo.gl/z8DdD1y5a6FiF5pp9,TRUE,,,41.8988438,12.4725517,
,四合噴泉,Fountain of the Four Rivers,,https://maps.app.goo.gl/bWdoUEoH1YwXBSeU9,TRUE,,,41.8989673,12.4730872,
,,,,,TRUE,,,,,
Day14 | 2/24 | Tue,羅馬 (梵諦岡) ,,,,TRUE,,,,,
,早餐,,,,TRUE,,,,,
07:30,聖彼得大教堂,Saint Peter’s Basilica,一早去好像不太需要排隊 7.30 - 19.00,https://maps.app.goo.gl/rUfJw2Kd57t6zkk2A,TRUE,,,41.9021667,12.4539367,
,聖彼得大教堂穹頂,,一早去登頂 7.30 - 17.00,,TRUE,電梯 22€,🎫,,,
,聖彼得廣場,,聽說早上拍比較漂亮,,TRUE,,,,,
,午餐,,梵諦岡好像沒什麼可以吃的，可能要自己外帶,,TRUE,,,,,
14:00,梵諦岡博物館,Vatican Museums,"加拉蒙蒂館藝術長廊 Galleria Chiaramonti, 古地圖陳列館 Galleria delle Carte Geografiche, 拉斐爾畫室 Stanze di Raffaello, 西斯汀禮拜堂 Cappella Sistina, 松果中庭 Cortile della Pigna",https://maps.app.goo.gl/PCdXYcQtQt9ExLxr6,TRUE,BOOKED,🎫,41.9064878,12.4536413,
,西斯汀教堂,Sistine Chapel,,https://maps.app.goo.gl/AnvWac7i8vLdF1KAA,TRUE,BOOKED,,41.9029468,12.4544835,
,駐教廷大使館,Embassy of the Republic of China to the Holy See,,https://maps.app.goo.gl/yFjBQoWodmNvhVeD9,TRUE,,,41.9025572,12.4633207,
,聖天使橋,St. Angelo Bridge,,https://maps.app.goo.gl/TaryHfhyQkzMKNn18,TRUE,,,41.901901,12.4664498,
,晚餐,,,,TRUE,,,,,
Day15 | 2/25 | Wed,羅馬 -> 米蘭,,,,TRUE,,,,,
10:05-13:15,羅馬到米蘭,,ITALO,,TRUE,BOOKED,,,,
,check in,"Via Lodovico Settala, 64",,https://maps.app.goo.gl/Bd8bQtLFc7t9URzS7,TRUE,,,45.4814901,9.2071731,
,午餐 車站附近的 San Giorgio Ristorante-Pizzeria dal 1999,San Giorgio Ristorante-Pizzeria dal 1999,,https://maps.app.goo.gl/qQ2VX34BWPHMrTBq9,TRUE,,,45.49,9.2038889,
14:30,史卡拉歌劇院,"Teatro alla Scala 
門票不會賣完，導覽會，目前開到2/23","世界三大歌劇院、外表樸素裡面很讚，有博物館。對面有李奧納多達文西的雕像
10:30, 12:00. 14:30. 16:00 都可以買、預留1-2小時","Teatro alla Scala 
門票不會賣完，導覽會，目前開到2/23",TRUE,博物館 15€,"🎫
還有這個
日程表",No coords found,,
,走10分鐘,,,,TRUE,,,,,
,超市採購紀念品,,,,TRUE,,,,,
,採購精品,,,,TRUE,,,,,
16:00,森皮奧內公園,Parco Sempione,米蘭城市綠地、下午傍晚去和平之門看夕陽很漂亮 6:30-21:00,https://maps.app.goo.gl/L8A8QiPJ1s1Xn55K8,TRUE,,,45.4720981,9.1772243,
17:00,斯福爾札古堡,Sforzesco Castle,"總共有五個博物館，有家具博物館、樂器博物館跟一個充滿古物的博物館、美術館還有一個其實我分不太出來在哪的博物館
沒導覽隨便看 大概2小、導覽就能半天（好像不用）","https://www.google.com/maps/place/Sforzesco+Castle/@45.4704799,9.1767522,17z/data=!3m2!4b1!5s0x4786c14e7c483d27:0x9f09cc7b4c43dbf5!4m6!3m5!1s0x4786fcb60ea97b3d:0x6556dd66c472c29b!8m2!3d45.4704762!4d9.1793325!16zL20vMDc4ZzNf?entry=ttu&g_ep=EgoyMDI1MDcyMy4wIKXMDSoASAFQAw%3D%3D",TRUE,5歐 隨便逛,,45.4704762,9.1793325,
